# ieee-oui.txt -- Ethernet vendor OUI file for arp-scan
#
# This file contains the Ethernet vendor OUIs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an OUI-vendor mapping in the form:
#
# <OUI><TAB><Vendor>
#
# Where <OUI> is the first three bytes of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-oui at 2017-03-03 14:08:26
# using data from http://linuxnet.ca/ieee/oui.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
E043DB	Shenzhen ViewAt Technology Co. Ltd
001C13	Optsys Technology Co. Ltd
001C07	Cwlinux Limited
001C00	Entry Point, LLC
001BF4	Kenwin Industrial(HK) Ltd
001BEF	Blossoms Digital Technology Co. Ltd
001BE2	AhnLab,Inc.
001C7D	Excelpoint Manufacturing Pte Ltd
001C73	Arista Networks, Inc.
001C78	Wyplay SAS
001C65	JoeScan, Inc.
001C67	Pumpkin Networks, Inc.
001C66	Ucamp Co. Ltd
001C60	CSP Frontier Technologies,Inc.
001C54	Hillstone Networks Inc
001C59	Devon IT
001C4F	Macab AB
001C37	Callpod, Inc.
001C3C	Seon Design Inc.
001C30	Mode Lighting (UK ) Ltd
001C2B	Alertme.com Limited
001C2A	Envisacor Technologies Inc.
001C29	Core Digital Electronics Co. Ltd
001C24	Formosa Wireless Systems Corp.
001C1F	Quest Retail Technology Pty Ltd
001D97	Alertus Technologies LLC
001D90	EMCO Flow Systems
001D84	Gateway, Inc.
001D67	Amec
001A93	ERCO Leuchten GmbH
001A98	Asotel Communication Limited Taiwan Branch
001A8E	3Way Networks Ltd
001A7D	cyber-blue(HK)Ltd
001A82	PROBA Building Automation Co. Ltd
001A7C	Hirschmann Multimedia B.V.
001A78	ubtos
001A7B	Teleco, Inc.
001A71	Diostech Co. Ltd
001A6C	Cisco Systems Inc.
001A65	Seluxit
001B7D	CXR Anderson Jacobson
001B71	Telular Corp.
001B6A	Powerwave Technologies Sweden AB
001B65	China Gridcom Co. Ltd
001B5E	BPL Limited
001B57	Semindia Systems Private Limited
001B46	Blueone Technology Co. Ltd
001B4B	SANION Co. Ltd
001BAD	iControl Incorporated
001BA6	intotech Inc.
001BA1	?mic AB
001B93	JC Decaux SA DNT
001B95	Video Systems SRL
001B9A	Apollo Fire Detectors Ltd
001B94	T.E.M.A. S.p.A.
001B8E	Hulu Sweden AB
001B89	EMZA Visual Sense Ltd
001B8A	2M Electronic A/S
001B84	Scan Engineering Telecom
001BD1	Sogestmatic
001BD6	Kelvin Hughes Ltd
001BCF	Dataupia Corporation
001BD0	Identec Solutions
001BCA	Beijing Run Technology Ltd Company
001BC3	Mobisolution Co. Ltd
001BBE	ICOP Digital
001BB4	Airvod Limited
001B14	Carex Lighting Equipment Factory
001B0D	Cisco Systems Inc.
001B06	Ateliers R. LAUMONIER
001B08	Danfoss Drives A/S
001B01	Applied Radio Technologies
001AF5	Pentaone. Co. Ltd
001AFA	Welch Allyn, Inc.
001AE4	Medicis Technologies Corporation
001ADD	PePWave Ltd
001AD1	Fargo Co. Ltd
001AD8	AlsterAero GmbH
001ACA	Tilera Corporation
001ACC	Celestial Semiconductor Ltd
001AC5	BreakingPoint Systems, Inc.
001ABB	Fontal Technology Incorporation
001AC0	Joybien Technologies Co. Ltd
001A60	Wave Electronics Co. Ltd
001A55	ACA-Digital Corporation
001A5A	Korea Electric Power Data Network  (KDN) Co. Ltd
001A4E	NTI AG / LinMot
001A53	Zylaya
001A42	Techcity Technology Co. Ltd
001A47	Agami Systems, Inc.
001A3B	Doah Elecom Inc.
001B3F	ProCurve Networking by HP
001B3A	SIMS Corp.
001B2C	ATRON electronic GmbH
001B27	Merlin CSI
001B20	TPine Technology
001B19	IEEE I&M Society TC9
001AB4	FFEI Ltd
001AAF	Blusens Technology
001AA8	Mamiya Digital Imaging Co. Ltd
001A9F	A-Link Ltd
001AA6	Telefunken Radio Communication Systems GmbH &Co.KG
00193F	RDI technology(Shenzhen) Co. Ltd
001933	Strix Systems, Inc.
001938	UMB Communications Co. Ltd
00192D	Nokia Corporation
001926	BitsGen Co. Ltd
001928	Siemens AG, Transportation Systems
00190E	Atech Technology Co. Ltd
001913	Chuang-Yi Network Equipment Co.Ltd
001915	TECOM Co. Ltd
00191A	Irlink
001993	Changshu Switchgear MFG. Co. Ltd (Former Changshu Switchgea
001998	Sato Corporation
00198E	Oticon A/S
001980	Gridpoint Systems
001987	Panasonic Mobile Communications Co. Ltd
00197B	Picotest Corp.
001968	Digital Video Networks(Shanghai) Co. Ltd
00196D	Raybit Systems Korea, Inc
00196F	SensoPart GmbH
001952	ACOGITO Co. Ltd
001957	Saafnet Canada Inc.
001946	Cianet Industria e Comercio S/A
001944	Fossil Partners, L.P.
001A2F	Cisco Systems Inc.
001A36	Aipermon GmbH & Co. KG
001A25	Delta Dore
001A17	Teak Technologies, Inc.
001A19	Computer Engineering Limited
001A12	Essilor
001A0B	Bona Technology Inc.
001A06	OpVista, Inc.
0018CD	Erae Electronics Industry Co. Ltd
0018D2	High-Gain Antennas LLC
0018D9	Santosha Internatonal, Inc
0018C1	Almitec Inform?tica e Com?rcio
0018C8	ISONAS Inc.
0018BC	ZAO NVP Bolid
0018B5	Magna Carta
0018AE	TVT Co. Ltd
001902	Cambridge Consultants Ltd
001907	Cisco Systems Inc.
0018FD	Optimal Technologies International Inc.
0018F1	Chunichi Denshi Co. Ltd
0018EA	Alltec GmbH
0018EC	Welding Technology Corporation
0018E5	Adhoco AG
0018A2	XIP Technology AB
0018A9	Ethernet Direct Corporation
00189D	Navcast Inc.
001893	Shenzhen Photon Broadband Technology Co. Ltd
001898	Kingstate Electronics Corporation
001891	Zhongshan General K-mate Electronics Co. Ltd
001885	Avigilon Corporation
00188C	Mobile Action Technology Inc.
0019C8	AnyDATA Corporation
0019C3	Qualitrol
0019BE	Altai Technologies Limited
0019BC	Electro Chance SRL
0019A4	Austar Technology (hang zhou) Co. Ltd
0019A9	Cisco Systems Inc.
0019AB	Raycom Co . Ltd
0019B0	HanYang System
0019FA	Cable Vision Electronics Co. Ltd
0019FF	Finnzymes
0019EC	Sagamore Systems, Inc.
0019F3	Cetis, Inc
0019F8	Embedded Systems Design, Inc.
0019E5	Lynx Studio Technology, Inc.
0019E7	Cisco Systems Inc.
0019CD	Chengdu ethercom Information technology Ltd
0019D4	ICX Technologies
0019D9	Zeutschel GmbH
001823	Delta Electronics, Inc.
001817	D. E. Shaw Research, LLC
00181E	GDX Technologies Ltd
001812	Beijing Xinwei Telecom Technology Co. Ltd
001806	Hokkei Industries Co. Ltd
00180B	Brilliant Telecommunications
001805	Beijing InHand Networking Technology Co. Ltd
0017B8	Novatron Co. Ltd
0017BD	Tibetsystem
0017B1	ACIST Medical Systems, Inc.
0017AA	elab-experience Inc.
0017AC	O'Neil Product Development Inc.
0017A5	Ralink Technology Corp
0017A0	RoboTech srl
00170F	Cisco Systems Inc.
001705	Methode Electronics
00170A	Inew Digital Company
0016F9	CETRTA POT, d.o.o., Kranj
0016F7	L-3 Communications, Aviation Recorders
0016E6	Giga-Byte Technology Co. Ltd
00178F	Ningbo Yidong Electronic Co. Ltd
001794	Cisco Systems Inc.
00178D	Checkpoint Systems, Inc.
00177C	Smartlink Network Systems Limited
001781	Greystone Data System, Inc.
001788	Philips Lighting BV
00176C	Pivot3, Inc.
001770	Arti Industrial Electronics Ltd
001775	TTE Germany GmbH
001760	Naito Densei Machida MFG.Co. Ltd
001767	Earforce AS
00185A	uControl, Inc.
00185F	TAC Inc.
001861	Ooma, Inc.
001866	Leutron Vision
001853	Atera Networks Ltd
00184E	Lianhe Technologies, Inc.
001847	AceNet Technology Inc.
00183B	CENITS Co. Ltd
001840	3 Phoenix, Inc.
001842	Nokia Danmark A/S
001825	Private
00182A	Taiwan Video & Monitor
001836	Reliance Electric Limited
001759	Cisco Systems Inc.
001754	Arkino HiTOP Corporation Limited
001746	Freedom9 Inc.
001748	Neokoros Brasil Ltda
00174D	Dynamic Network Factory, Inc.
001741	Defidev
001733	SFR
00173A	Reach Systems Inc.
00172E	FXC Inc.
001727	Thermo Ramsey Italia s.r.l.
001722	Hanazeder Electronic GmbH
00171B	Innovation Lab Corp.
001714	BR Controls Nederland bv
001716	Qno Technology Inc.
0017F4	Zeron Alliance
0017F9	Forcom Sp. z o.o.
001800	Unigrand Ltd
0017ED	WooJooIT Ltd
0017DA	Spans Logic
0017E1	DACOS Technologies Co. Ltd
0017D0	Opticom Communications, LLC
0017C4	Quanta Microsystems, Inc.
001880	Maxim Integrated Products
00186D	Zhenjiang Sapphire Electronic Industry Co.
001872	Expertise Engineering
001874	Cisco Systems Inc.
001879	dSys
001686	Karl Storz Imaging
00167F	Bluebird Soft Inc.
001681	Vector Informatik GmbH
001674	EuroCB (Phils.), Inc.
001672	Zenway enterprise Ltd
001666	Quantier Communication Inc.
00165F	Fairmount Automation
0016AA	Kei Communication Technology Inc.
0016AF	Shenzhen Union Networks Equipment Co. Ltd
0016A5	Tandberg Storage ASA
001699	Tonic DVB Marketing Ltd
0016A0	Auto-Maskin
001692	Scientific-Atlanta, Inc.
001694	Sennheiser Communications A/S
00168D	KORWIN Co. Ltd
00165A	Harman Specialty Group
001653	LEGO System A/S IE Electronics Division
00164C	PLANET INT Co. Ltd
001647	Cisco Systems Inc.
001642	Pangolin
00163D	Tsinghua Tongfang Legend Silicon Tech. Co. Ltd
001631	Xteam
00162F	Geutebr?ck GmbH
001630	Vativ Technologies
0015F5	Sustainable Energy Systems
0015F4	Eventide
0015EE	Omnex Control Systems
0015F3	Peltor AB
0015E7	Quantec Tontechnik
0015E2	Dr.Ing. Herbert Knauer GmbH
0015DD	IP Control Systems Ltd
0015D8	Interlink Electronics
0015CA	TeraRecon, Inc.
001598	Kolektor group
001593	U4EA Technologies Inc.
00158C	Liab ApS
001586	Xiamen Overseas Chinese Electronic Co. Ltd
001585	Aonvision Technolopy Corp.
001587	Takenaka Seisakusho Co. Ltd
001580	U-WAY Corporation
00157B	Leuze electronic GmbH + Co. KG
001576	LABiTec - Labor Biomedical Technologies GmbH
00156A	DG2L Technologies Pvt. Ltd
00156F	Xiranet Communications GmbH
0016DF	Lundinova AB
0016DA	Futronic Technology Co. Ltd
0016D5	Synccom Co. Ltd
0016C9	NAT Seattle, Inc.
0016D0	ATech elektronika d.o.o.
0016BD	ATI Industrial Automation
0016C2	Avtec Systems Inc
0016BB	Law-Chain Computer Technology Co Ltd
00162A	Antik Computers & Communications s.r.o.
001623	Interval Media
001617	MSI
00161E	Woojinnet
00160D	Be Here Corporation
001606	Ideal Industries
0015FA	Cisco Systems Inc.
001563	Cisco Systems Inc.
001557	Olivetti
00155C	Dresser Wayne
00154B	Wonde Proud Technology Co. Ltd
001550	Nits Technology Inc
001545	SEECODE Co. Ltd
00153E	Q-Matic Sweden AB
0015BC	Develco
0015B5	CI Network Corp.
0015B0	Autotelenet Co. Ltd
0015AB	PRO Co Sound Inc
0015A6	Digital Electronics Products Ltd
00159F	Terascala, Inc.
001532	Consumer Technologies Group, LLC
001539	Technodrive srl
00152B	Cisco Systems Inc.
00152D	TenX Networks, LLC
00152C	Cisco Systems Inc.
00151F	Multivision Intelligent Surveillance (Hong Kong) Ltd
001526	Remote Technologies Inc
00151A	Hunter Engineering Company
001515	Leipold+Co.GmbH
001510	Techsphere Co. Ltd
001453	Advantech Technologies Co. Ltd
00144E	Srisa
001442	Atto Corporation
001449	Sichuan Changhong Electric Ltd
00143D	Aevoe Inc.
00143C	Rheinmetall Canada Inc.
00143B	Sensovation AG
001436	Qwerty Elektronik AB
0014AB	Senhai Electronic Technology Co. Ltd
0014B0	Naeil Community
0014A9	Cisco Systems Inc.
0014AA	Ashly Audio, Inc.
00149D	Sound ID Inc.
001498	Viking Design Technology
00148A	Elin Ebg Traction GmbH
001491	Daniels Electronics Ltd dbo Codan Rado Communications
001485	Giga-Byte
00147E	InnerWireless
001477	Nertec  Inc.
001472	China Broadband Wireless IP Standard Group
001466	Kleinhenz Elektronik GmbH
00146B	Anagran, Inc.
00145F	Aditec Co. Ltd
001458	HS Automatic ApS
0014E6	AIM Infrarotmodule GmbH
0014E0	LET'S Corporation
0014D4	K Technology Corporation
0014D9	IP Fabrics, Inc.
0014CD	DigitalZone Co. Ltd
0014C1	U.S. Robotics Corporation
0014C6	Quixant Ltd
0014BA	Carvers SA de CV
0014B5	Physiometrix,Inc
0013C7	IONOS Co. Ltd
0013C0	Trix Tecnologia Ltda.
0013B6	Sling Media, Inc.
0013AF	NUMA Technology,Inc.
0013B0	Jablotron
0013AA	ALS  & TEC Ltd
0013A3	Siemens Com CPE Devices
00139E	Ciara Technologies Inc.
001502	BETA tech
001509	Plus Technology Co. Ltd
0014FD	Thecus Technology Corp.
0014EF	TZero Technologies, Inc.
0014F1	Cisco Systems Inc.
0014F0	Business Security OL AB
0014EA	S Digm Inc. (Safe Paradigm Inc.)
0014E5	Alticast
001423	J-S Co. NEUROCOM
001419	Sidsa
001412	S-TEC electronics AG
001409	MAGNETI MARELLI   S.E. S.p.A.
00140A	WEPIO Co. Ltd
0013FD	Nokia Danmark A/S
0013F8	Dex Security Solutions
0013F1	AMOD Technology Co. Ltd
0013F7	SMC Networks, Inc.
0013E7	Halcro
0013DB	SHOEI Electric Co. Ltd
0013CC	Tall Maple Systems
001284	Lab33 Srl
00127E	Digital Lifestyles Group, Inc.
001277	Korenix Technologies Co. Ltd
001272	Redux Communications Ltd
001271	Measurement Computing Corp
00126B	Ascalade Communications Limited
001264	daum electronic GmbH
00125A	Microsoft Corporation
00125F	AWIND Inc.
001255	NetEffect Incorporated
00124E	XAC Automation Corp.
001248	EMC Corporation (Kashya)
001242	Millennial Net
001236	ConSentry Networks
00123B	KeRo Systems ApS
001368	Saab Danmark A/S
00135C	OnSite Systems, Inc.
001355	TOMEN Cyber-business Solutions, Inc.
001356	FLIR Radiation Inc
001350	Silver Spring Networks, Inc
001344	Fargo Electronics Inc.
001343	Matsushita Electronic Components (Europe) GmbH
00133D	Micro Memory Curtiss Wright Co
00139D	Marvell Hispana S.L.
00138B	Phantom Technologies LLC
001390	Termtek Computer Co. Ltd
001376	Tabor Electronics Ltd
00137B	Movon Corporation
001382	Cetacea Networks Corporation
001387	27M Technologies AB
00136F	PacketMotion, Inc.
001375	American Security Products Co.
001363	Verascape, Inc.
0012FA	THX Ltd
001301	IronGate S.L.
001307	Paravirtual Corporation
0012F5	Imarda New Zealand Limited
0012EB	PDH Solutions, LLC
0012DE	Radio Components Sweden AB
0012DD	Shengqu Information Technology (Shanghai) Co. Ltd
0012E4	ZIEHL Industrie-electronik GmbH + Co KG
0012AF	ELPRO Technologies
0012A8	intec GmbH
0012A2	Vita
0012A1	BluePacket Communications Co. Ltd
00129C	Yulinet
001290	KYOWA Electric & Machinery Corp.
001295	Aiware Inc.
00132A	Sitronics Telecom Solutions
001331	CellPoint Connect
001336	Tianjin 712 Communication Broadcasting Co. Ltd
001324	Schneider Electric Ultra Terminal
001314	Asiamajor Inc.
001319	Cisco Systems Inc.
00131A	Cisco Systems Inc.
00130D	Galileo Avionica
001308	Nuvera Fuel Cells
00122F	Sanei Electric Inc.
001235	Andrew Corporation
00122B	Virbiage Pty Ltd
001212	PLUS  Corporation
001219	Ahead Communication Systems Inc
0012D8	International Games System Co. Ltd
0012CB	CSS Inc.
0012C5	V-Show  Technology (China) Co. Ltd
0012CC	Bitatek Co. Ltd
0012B4	Work Microwave GmbH
0012BB	Telecommunications Industry Association TR-41 Committee
001206	iQuest (NZ) Ltd
00120B	Chinasys Technologies Limited
00120C	CE-Infosys Pte Ltd
0011FF	Digitro Tecnologia Ltda
0011FA	Rane Corporation
0011F0	Wideful Limited
0011EF	Conitec Datensysteme GmbH
0011E9	Starnex Co. Ltd
001187	Category Solutions, Inc
001182	IMI Norgren Ltd
001181	InterEnergy Co.Ltd,
00117B	B?chi  Labortechnik AG
00116F	Netforyou Co. Ltd
001168	HomeLogic LLC
00115E	ProMinent Dosiertechnik GmbH
001157	Oki Electric Industry Co. Ltd
000FB2	Broadband Pacenet (India) Pvt. Ltd
000FA5	BWA Technology GmbH
000FB1	Cognio Inc.
000FAC	IEEE 802.11
000F9C	Panduit Corp
000FA0	Canon Korea Business Solutions Inc.
000F97	Avanex Corporation
000F8A	WideView
000F89	Winnertec System Co. Ltd
000F90	Cisco Systems Inc.
000FD7	Harman Music Group
000FD1	Applied Wireless Identifications Group, Inc.
000FD2	EWA Technologies, Inc.
000FC4	NST Co. Ltd
000FCB	3Com Ltd
000FBF	DGT Sp. z o.o.
000FB8	CallURL Inc.
0011DD	FROMUS TEC. Co. Ltd
0011E2	Hua Jung Components Co. Ltd
0011CF	Thrane & Thrane A/S
0011D6	HandEra, Inc.
0011D0	Tandberg Data ASA
0011CA	Long Range Systems, Inc.
0011C3	Transceiving System Technology Corporation
0011B7	Octalix B.V.
0011BE	AGP Telecom Co. Ltd
0011BD	Bombardier Transportation
001105	Sunplus Technology Co. Ltd
00110C	Atmark Techno, Inc.
000FF9	Valcretec, Inc.
000FFA	Optinel Systems, Inc.
000FFF	Control4
000FF1	nex-G Systems Pte.Ltd
000FE4	Pantech Co. Ltd
000FEA	Giga-Byte Technology Co. Ltd
000FE3	Damm Cellular Systems A/S
0011AB	Trustable Technology Co. Ltd
0011B0	Fortelink Inc.
0011A4	JStream Technologies Inc.
001198	Prism Media Products Limited
00119D	Diginfo Technology Corporation
00119E	Solectron Brazil
00118E	Halytech Mace
001193	Cisco Systems Inc.
001152	Eidsvoll Electronics AS
00114F	US Digital Television, Inc
001149	Proliphix Inc.
001142	e-SMARTCOM  Inc.
00113D	KN Soltec Co. Ltd
00113C	Micronas GmbH
001136	Goodrich Sensor Systems
00112C	IZT GmbH
001130	Allied Telesis (Hong Kong) Ltd
00111E	EPSG (Ethernet Powerlink Standardization Group)
00111F	Doremi Labs, Inc.
001112	Honeywell CMSS
001118	BLX IC Design Corp. Ltd
000F58	Adder Technology Limited
000F52	YORK Refrigeration, Marine & Controls
000F57	CABLELOGIC Co. Ltd
000F45	Stretch, Inc.
000F46	Sinar AG
000F4B	Oracle Corporation
000F37	Xambala Incorporated
000F3F	Big Bear Networks
000F3B	Fuji System Machines Co. Ltd
000F31	Allied Vision Technologies Canada Inc
000F32	Lootom Telcovideo Network Wuxi Co Ltd
000F2B	Greenbell Systems
000E98	HME Clear-Com Ltd
000E93	Mil?nio 3 Sistemas Electr?nicos, Lda.
000E8C	Siemens AG A&D ET
000E86	Alcatel North America
000E80	Thomson Technology Inc
000E85	Catalyst Enterprises, Inc.
000E74	Solar Telecom. Tech
000E79	Ample Communications Inc.
000F24	Cisco Systems Inc.
000F12	Panasonic Europe Ltd
000F18	Industrial Control Systems
000F11	Prodrive B.V.
000F0C	Synchronic Engineering
000EFF	Megasolution,Inc.
000F00	Legra Systems, Inc.
000F05	3B System Inc.
000F7D	Xirrus
000F84	Astute Networks, Inc.
000F77	Dentum Co. Ltd
000F71	Sanmei Electronics Co. Ltd
000F78	Datacap Systems Inc
000F65	icube Corp.
000F5E	Veo
000E71	Gemstar Technology Development Ltd
000E6C	Device Drivers Limited
000E65	TransCore
000E5F	activ-net GmbH & Co. KG
000E60	360SUN Digital Broadband Corporation
000E52	Optium Corporation
000E46	Niigata Seimitsu Co. Ltd
000E4D	Numesa Inc.
000E3F	Soronti, Inc.
000EC5	Digital Multitools Inc
000EB8	Iiga Co. Ltd
000EB7	Knovative, Inc.
000EBE	B&B Electronics Manufacturing Co.
000EB2	Micro-Research Finland Oy
000EAB	Cray Inc
000EA5	BLIP Systems
000E9F	TEMIC SDS GmbH
000E0A	Sakuma Design Office
000E12	Adaptive Micro Systems Inc.
000E04	CMA/Microdialysis AB
000DF7	Space Dynamics Lab
000DFE	Hauppauge Computer Works, Inc.
000DF1	Ionix Inc.
000DEB	CompXs Limited
000DF2	Private
000DE4	DIGINICS, Inc.
000EF9	REA Elektronik GmbH
000EF2	Infinico Corporation
000EE0	Mcharge
000EDF	PLX Technology
000EE6	Adimos Systems Ltd
000ECA	WTSS Inc
000ED1	Osaka Micro Computer.
000EDA	C-Tech United Corp.
000ED6	Cisco Systems Inc.
000E37	Harms & Wende GmbH & Co.KG
000E38	Cisco Systems Inc.
000E31	Olympus Soft Imaging Solutions GmbH
000E2A	Private
000E25	Hannae Technology Co. Ltd
000E18	MyA Technology
000E17	Private
000E0E	ESA elettronica S.P.A.
000C7E	Tellium Incorporated
000C86	Cisco Systems Inc.
000C81	Schneider Electric (Australia)
000C72	Tempearl Industrial Co. Ltd
000C79	Extel Communications P/L
000C66	Pronto Networks Inc
000C6B	Kurz Industrie-Elektronik GmbH
000C6D	Edwards Ltd
000DDF	Japan Image & Network Inc.
000DD2	Simrad Optronics ASA
000DD1	Stryker Corporation
000DD8	BBN
000DCC	NEOSMART Corp.
000DBF	TekTone Sound & Signal Mfg., Inc.
000DC0	Spagat AS
000DC5	EchoStar Global B.V.
000DB9	PC Engines GmbH
000D8C	Shanghai Wedone Digital Ltd Co.
000D8B	T&D Corporation
000D85	Tapwave, Inc.
000D86	Huber + Suhner AG
000D7E	Axiowave Networks, Inc.
000D78	Engineering & Security
000D77	FalconStor Software
000D6B	Mita-Teknik A/S
000D65	Cisco Systems Inc.
000D5F	Minds Inc
000D66	Cisco Systems Inc.
000CB1	Salland Engineering (Europe) BV
000CB7	Nanjing Huazhuo Electronics Co. Ltd
000CBE	Innominate Security Technologies AG
000CC3	BeWAN Systems
000CB2	UNION Co. Ltd
000CA5	Naman NZ Ltd
000CAC	Citizen Watch Co. Ltd
000C94	United Electronic Industries, Inc. (EUI)
000C99	HITEL LINK Co. Ltd
000CA0	StorCase Technology, Inc.
000C8D	MATRIX VISION GmbH
000C92	WolfVision GmbH
000D32	DispenseSource, Inc.
000D31	Compellent Technologies, Inc.
000D25	Sanden Corporation
000D1F	AV Digital
000D19	ROBE Show lighting
000D20	Asahikasei Technosystem Co. Ltd
000D0D	ITSupported, LLC
000D12	AXELL Corporation
000DB2	Ammasso, Inc.
000DAD	Dataprobe, Inc.
000D9E	TOKUDEN OHIZUMI SEISAKUSYO Co. Ltd
000DA5	Fabric7 Systems, Inc
000D99	Orbital Sciences Corp.; Launch Systems Group
000D58	Private
000D4C	Outline Electronics Ltd
000D53	Beijing 5w Communication Corp.
000D3F	VTI Instruments Corporation
000D44	Audio BU - Logitech
000D38	Nissin Inc.
000CD1	SFOM Technology Corp.
000CD6	Partner Tech
000CDD	AOS technologies AG
000CCA	HGST a Western Digital Company
000CC4	Tiptel AG
000D00	Seaway Networks Inc.
000D06	Compulogic Limited
000CFA	Digital Systems Corp
000CFF	MRO-TEK Limited
000CED	Real Digital Media
000CEE	jp-embedded
000CF3	Call Image SA
000CE7	MediaTek Inc.
000CE3	Option International N.V.
000B01	Daiichi Electronics Co. Ltd
000AF0	Shin-OH Electronics Co. Ltd R&D
000AF5	Airgo Networks, Inc.
000AEC	Koatsu Gas Kogyo Co. Ltd
000AE5	ScottCare Corporation
000AE7	Eliop S.A.
000AE0	Fujitsu Softek
000AC8	ZPSYS Co. Ltd (Planning&Management)
000ACD	Sunrich Technology Limited
000AD4	CoreBell Systems Inc.
000B5E	Audio Engineering Society Inc.
000B63	Kaleidescape
000B55	ADInstruments
000B5A	HyperEdge
000B52	Joymax Electronics Co. Ltd
000B4D	Emuzed
000B41	Ing. B?ro Dr. Beutlhauser
000B46	Cisco Systems Inc.
000B33	Vivato Technologies
000B3A	QuStream Corporation
000B3F	Anthology Solutions Inc.
000B95	eBet Gaming Systems Pty Ltd
000B8F	Akita Electronics Systems Co. Ltd
000B89	Top Global Technology Ltd
000B8E	Ascent Corporation
000B90	ADVA Optical Networking Ltd
000B7D	Solomon Extreme International Ltd
000B82	Grandstream Networks, Inc.
000B6F	Media Streaming Networks Inc
000B76	ET&T Technology Co. Ltd
000AC1	Futuretel
000AC6	Overture Networks.
000AAE	Rosemount Process Analytical
000AB3	Fa. GIRA
000AB5	Digital Electronic Network
000ABA	Arcon Technology Limited
000AA2	Systek Inc.
000AA7	FEI Electron Optics
000A8F	Aska International Inc.
000A94	ShangHai cellink Co. Ltd
000C4E	Winbest Technology Co,LT
000C53	Private
000C5A	IBSmm Embedded Electronics Consulting
000C5F	Avtec, Inc.
000C47	SK Teletech(R&D Planning Team)
000C4C	Arcor AG&Co.
000C3E	Crest Audio
000C37	Geomation, Inc.
000C2D	FullWave Technology Co. Ltd
000C1A	Quest Technical Solutions Inc.
000C1E	Global Cache
000C23	Beijing Lanchuan Tech. Co. Ltd
000C0E	XtremeSpectrum, Inc.
000C15	CyberPower Systems, Inc.
000C09	Hitachi IE Systems Co. Ltd
000BD3	cd3o
000BC7	ICET S.p.A.
000BCE	Free2move AB
000BC2	Corinex Communication Corp.
000BBB	Etin Systems Co. Ltd
000BC0	China IWNComm Co. Ltd
000BAF	WOOJU CoMMUNICATIONS Co,.Ltd
000BB4	RDC Semiconductor Inc.,
000BA5	Quasar Cipta Mandiri, PT
000BAA	Aiphone Co. Ltd
000B9E	Yasing Technology Corp.
000B27	Scion Corporation
000B1B	Systronix, Inc.
000B20	Hirata Corporation
000B22	Environmental Systems and Services
000B14	ViewSonic Corporation
000B0D	Air2U, Inc.
000B0F	Bosch Rexroth
000B08	Pillar Data Systems
000AFC	Core Tec Communications, LLC
000BF6	Nitgen Co. Ltd
000BFB	D-NET International Corporation
000C02	ABB Oy
000BEA	Zultys Technologies
000BEF	Code Corporation
000BE3	Key Stream Co. Ltd
000BE8	Aoip
000BE9	Actel Corporation
000BD7	DORMA Time + Access GmbH
000BDC	Akcp
000994	Cronyx Engineering
000999	CP Georges Renault
000987	Nishi Nippon Electric Wire & Cable Co. Ltd
000988	Nudian Electron Co. Ltd
00098D	Velocity Semiconductor
000981	Newport Networks
000975	fSONA Communications Corporation
00097A	Louis Design Labs.
